Object ID,Map Label,Asset Name,Asset Type,Quantity,lat,lng
4,231,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7948147217,-122.405645532)"
4,239,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7945266965,-122.405611558)"
4,240,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7945199197,-122.405610482)"
4,252,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7945725744,-122.405022522)"
4,253,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7947221366,-122.405083113)"
4,254,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7949986436,-122.405131196)"
4,255,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7949373948,-122.405355238)"
4,256,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7951908615,-122.405140156)"
4,257,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7950881676,-122.405107799)"
4,272,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7947166287,-122.405630852)"
4,308,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7946850221,-122.405350673)"
4,312,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7945126944,-122.405315975)"
4,343,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7949247627,-122.405119958)"
4,364,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7951370103,-122.405395515)"
4,367,Trash Can,Concrete Pathway Trash Can,Trash Can,18,"(37.7951939665,-122.405339986)"
4,381,Trash Can,Perennial Bed Trash Cans,Trash Can,9,"(37.7698431663,-122.439592596)"
4,587,Trash Can,Haight St Entrance Trash Can,Trash Can,2,"(37.7692502769,-122.45379647)"
4,588,Trash Can,Sharon Art Studio Trash Can,Trash Can,1,"(37.7683847744,-122.45818014)"
5,560,CPA Trash Can,CPA Trash Can,Trash Can,1,"(37.7729305969,-122.498327777)"
5,573,Plastic Totter - 64gal,Concrete Path Plastic Totters,Trash Can,3,"(37.772972327,-122.499040295)"
5,574,Plastic Totter - 64gal,Concrete Path Plastic Totters,Trash Can,3,"(37.7729725974,-122.499031365)"
5,575,Plastic Totter - 64gal,Concrete Path Plastic Totters,Trash Can,3,"(37.7729730913,-122.499023343)"
6,369,Trash Receptacle,Softball Field Trash Can,Trash Can,1,"(37.7291887967,-122.41020738)"
6,381,Trash Can,Softball Field Trash Can,Trash Can,1,"(37.72918464,-122.40877192)"
6,382,Trash Can,Joe Gaggero Sr. Field Trash Cans,Trash Can,2,"(37.7299568101,-122.409091224)"
6,383,Trash Can,Joe Gaggero Sr. Field Trash Cans,Trash Can,2,"(37.730036342,-122.40929667)"
8,943,Trash Can,Tennis Court 2 Trash Can,Trash Can,1,"(37.7569199634,-122.486580576)"
8,944,Trash Can,Tennis Court 2 Trash Can,Trash Can,1,"(37.7569737592,-122.487073031)"
8,946,Trash Can,Tennis Court 2 Trash Can,Trash Can,1,"(37.7565148422,-122.486900086)"
8,948,Trash Can,Tennis Court 2 Trash Can,Trash Can,1,"(37.7570442539,-122.487151813)"
8,952,Trash Can,Tennis Court 2 Trash Can,Trash Can,1,"(37.7560767658,-122.486463998)"
8,957,Trash Can,Tennis Court 2 Trash Can,Trash Can,1,"(37.7557970429,-122.486790489)"
18,128,Trash Can,Trash Cans,Trash Can,7,"(37.7759007226,-122.427410203)"
18,123,Trash Can,Trash Cans,Trash Can,7,"(37.7758954904,-122.427450203)"
18,124,Trash Can,Trash Cans,Trash Can,7,"(37.775896383,-122.427442295)"
18,125,Trash Can,Trash Cans,Trash Can,7,"(37.7758970847,-122.427434383)"
18,126,Trash Can,Trash Cans,Trash Can,7,"(37.7758983623,-122.427426244)"
18,127,Trash Can,Trash Cans,Trash Can,7,"(37.775899636,-122.427418346)"
18,131,Trash Can,Trash Cans,Trash Can,7,"(37.7761338871,-122.427772469)"
26,533,Lincoln Park CPA Trash Can,CPA Trash Cans,Trash Can,2,"(37.7819741627,-122.493635357)"
26,534,Lincoln Park CPA Trash Can,CPA Trash Cans,Trash Can,2,"(37.7818450176,-122.493481671)"
28,685,Trash Can 5,Trash Can 5,Trash Can,1,"(37.7504191342,-122.498105487)"
28,686,Trash Can 4,Trash Can 4,Trash Can,1,"(37.7507203682,-122.497721679)"
28,687,Trash Can 3,Trash Can 3,Trash Can,1,"(37.7506739657,-122.498011435)"
28,688,Trash Can 2,Trash Can 2,Trash Can,1,"(37.7508324578,-122.498283276)"
28,689,Trash Can 1,Trash Can 1,Trash Can,1,"(37.7510346141,-122.497794096)"
32,079,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7125672383,-122.429427509)"
32,080,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7125075934,-122.429147052)"
32,081,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7124385924,-122.428803677)"
33,959,Trash Can,Trash Can,Trash Can,4,"(37.731964551,-122.440750579)"
32,083,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7138888229,-122.427690275)"
32,089,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7145099769,-122.429716684)"
32,100,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7137084866,-122.429949406)"
32,101,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7138166269,-122.429901932)"
32,106,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7135393366,-122.427936183)"
32,107,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7136337524,-122.428382867)"
32,108,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7137396391,-122.428888553)"
32,109,Turf - Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7144308377,-122.429050263)"
32,110,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7140622848,-122.429869637)"
32,111,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7136311746,-122.430009088)"
32,112,Trash Can,Turf - Trash Cans,Trash Can,4,"(37.7133148041,-122.430145239)"
32,123,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7137707095,-122.427666223)"
32,131,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.7141887664,-122.427854297)"
32,132,Trash Can,Skatepark - Trash Cans,Trash Can,3,"(37.714349574,-122.428611571)"
33,957,Trash Can,Trash Can,Trash Can,4,"(37.7319326225,-122.440738966)"
33,958,Trash Can,Trash Can,Trash Can,4,"(37.7316842178,-122.440739625)"
33,960,Trash Can,Trash Can,Trash Can,4,"(37.7317534352,-122.440848421)"
35,571,Trash Can,Trash Can,Trash Can,3,"(37.7422798416,-122.464946448)"
35,572,Trash Can,Trash Can,Trash Can,3,"(37.7418952528,-122.465277601)"
35,574,Trash Can,Trash Can,Trash Can,3,"(37.7418017326,-122.465123879)"
35,963,Brooks:  Trash,Trash,Trash Can,1,"(37.7178537654,-122.466205538)"
40,827,Trash/Recycling,Trash/Recycling Can,Trash Can,6,"(37.7150508098,-122.458853247)"
40,828,Trash/Recycling,Trash/Recycling Can,Trash Can,6,"(37.7150877805,-122.456252039)"
40,829,Trash/Recycling,Trash/Recycling Can,Trash Can,6,"(37.7150731312,-122.456362339)"
40,831,Trash/Recycling,Trash/Recycling Can,Trash Can,6,"(37.7151396579,-122.456279894)"
41,213,Trash/Recycling,Trash/Recycling Can,Trash Can,6,"(37.7160729012,-122.457444532)"
41,215,Trash/Recycling,Trash/Recycling Can,Trash Can,6,"(37.7151367675,-122.458883876)"
59,849,Trash Can,Concrete Pathway Trash Can,Trash Can,4,"(37.769869522,-122.431975101)"
61,858,Trash can,DPA Trash Can,Trash Can,1,"(37.7875057101,-122.467064395)"
62,676,Trash Can,Trash Can 7,Trash Can,1,"(37.7868731647,-122.470429689)"
